gioitinh;sothich;nganh;nguyennhan;dtbT;dtbVL;dtbHH;dtbTA;dtbNV;dtbLS;dtbDL;nguonthongtin;donoitieng;tgtimhieu
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET;3;3
NỮ;DU LỊCH, PHIM ẢNH;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, INTERNET;5;5
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET;1;3
NỮ;ÂM NHẠC;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;5;4
NAM;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;NGÔN NGỮ ANH;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;3;3
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC;ĐIỀU KHIỂN TỰ ĐỘNG HÓA;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;4;4
NỮ;PHIM ẢNH, ÂM NHẠC;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;MẠNG XÃ HỘI;2;3
NỮ;THỂ THAO, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;1;3
NỮ;PHIM ẢNH, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;2;2
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET;3;3
NỮ;THỜI TRANG;GIÁO DỤC MẦM NON;MỨC THU NHẬP CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;MẠNG XÃ HỘI;3;2
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, THẦY CÔ - BẠN BÈ;3;3
NỮ;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;INTERNET;4;2
NỮ;THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;5
NỮ;DU LỊCH VÀ QUẢN LÝ DU LỊCH;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;4;4
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET;2;5
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ;3;1
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, INTERNET;3;5
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO VIÊN;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ;4;4
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 5 - DƯỚI 6.5;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET;4;5
NỮ;ĐỌC SÁNH, THỜI TRANG;GIÁO DỤC MẦM NON;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET;1;1
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;5;4
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;5;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;DU LỊCH, THỂ THAO, ÂM NHẠC, THỜI TRANG;HỆ THỐNG THÔNG TIN;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;5;3
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH;HỆ THỐNG THÔNG TIN;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;3;2
NỮ;DU LỊCH, THỜI TRANG;GIÁO DỤC MẦM NON;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH;3;2
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, ÂM NHẠC;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH;1;3
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;5;4
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;3;5
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;GIÁO DỤC MẦM NON;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC;GIÁO DỤC MẦM NON;MỨC THU NHẬP CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;2;4
